,Time,Threshold,TN,FP,FN,TP
1056,56,0.6000000000000001,41,354,57,1813
1057,56,0.65,48,347,70,1800
1058,56,0.7000000000000001,57,338,114,1756
1059,56,0.75,78,317,216,1654
1060,56,0.8,185,210,719,1151
1061,56,0.8500000000000001,361,34,1610,260
1062,56,0.9,395,0,1870,0
1063,56,0.9500000000000001,395,0,1870,0
1064,57,0.05,0,386,0,1822
1065,57,0.1,0,386,0,1822
1066,57,0.15000000000000002,0,386,0,1822
1067,57,0.2,0,386,0,1822
1068,57,0.25,0,386,0,1822
1069,57,0.30000000000000004,0,386,0,1822
1070,57,0.35000000000000003,0,386,0,1822
1071,57,0.4,0,386,0,1822
1072,57,0.45,0,386,2,1820
1073,57,0.5,1,385,5,1817
1074,57,0.55,3,383,13,1809
1075,57,0.6000000000000001,41,345,54,1768
1076,57,0.65,43,343,66,1756
1077,57,0.7000000000000001,51,335,108,1714
1078,57,0.75,79,307,210,1612
1079,57,0.8,209,177,769,1053
1080,57,0.8500000000000001,370,16,1699,123
1081,57,0.9,386,0,1822,0
1082,57,0.9500000000000001,386,0,1822,0
1083,58,0.05,0,376,0,1783
1084,58,0.1,0,376,0,1783
1085,58,0.15000000000000002,0,376,0,1783
1086,58,0.2,0,376,0,1783
1087,58,0.25,0,376,0,1783
1088,58,0.30000000000000004,0,376,0,1783
1089,58,0.35000000000000003,0,376,0,1783
1090,58,0.4,0,376,0,1783
1091,58,0.45,0,376,0,1783
1092,58,0.5,0,376,0,1783
1093,58,0.55,0,376,1,1782
1094,58,0.6000000000000001,0,376,2,1781
1095,58,0.65,8,368,12,1771
1096,58,0.7000000000000001,44,332,59,1724
1097,58,0.75,54,322,98,1685
1098,58,0.8,79,297,212,1571
1099,58,0.8500000000000001,244,132,953,830
1100,58,0.9,373,3,1757,26
1101,58,0.9500000000000001,376,0,1783,0
1102,59,0.05,0,370,0,1737
1103,59,0.1,0,370,0,1737
1104,59,0.15000000000000002,0,370,0,1737
1105,59,0.2,0,370,0,1737
1106,59,0.25,0,370,0,1737
1107,59,0.30000000000000004,0,370,0,1737
1108,59,0.35000000000000003,0,370,0,1737
1109,59,0.4,0,370,0,1737
1110,59,0.45,0,370,0,1737
1111,59,0.5,1,369,2,1735
1112,59,0.55,1,369,5,1732
1113,59,0.6000000000000001,6,364,12,1725
1114,59,0.65,45,325,59,1678
1115,59,0.7000000000000001,47,323,90,1647
1116,59,0.75,79,291,171,1566
1117,59,0.8,180,190,630,1107
1118,59,0.8500000000000001,330,40,1425,312
1119,59,0.9,369,1,1735,2
1120,59,0.9500000000000001,370,0,1737,0
1121,60,0.05,0,356,0,1697
1122,60,0.1,0,356,0,1697
1123,60,0.15000000000000002,0,356,0,1697
1124,60,0.2,0,356,0,1697
1125,60,0.25,0,356,0,1697
1126,60,0.30000000000000004,0,356,0,1697
1127,60,0.35000000000000003,0,356,0,1697
1128,60,0.4,0,356,0,1697
1129,60,0.45,0,356,0,1697
1130,60,0.5,3,353,2,1695
1131,60,0.55,7,349,12,1685
1132,60,0.6000000000000001,8,348,19,1678
1133,60,0.65,51,305,85,1612
1134,60,0.7000000000000001,66,290,158,1539
1135,60,0.75,137,219,450,1247
1136,60,0.8,265,91,1144,553
1137,60,0.8500000000000001,353,3,1669,28
1138,60,0.9,356,0,1696,1
1139,60,0.9500000000000001,356,0,1697,0
