U value 1,U value 2,U value 3,U value 4,U value 5,U value 6,U value 7,U value 8,U value 9,U value 10
14.93572347,-692.5507566,-4369.548662,-16118.51551,-49809.36887,-143144.4536,-398609.3686,-1094788.855,-2988954.753,-8139585.344
14.93572347,-692.5507566,-4369.548662,-16118.51551,-49809.36887,-143144.4536,-398609.3686,-1094788.855,-2988954.753,-8139585.344
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.228171817,0.26109439,-0.508553692,-3.459815003,-12.34131591,-37.34287935,-106.1633158,-294.0957987,-805.8083928,-2197.646579
0.24860136,-0.186169635,-3.429937923,-14.30935251,-45.94460569,-134.0000777,-375.4216054,-1033.735295,-2825.279375,-7697.263028
0.812687269,0.84437756,-2.334214769,-14.23926001,-49.86526364,-149.9715174,-425.3532634,-1177.183195,-3224.133571,-8791.586318
1.381718172,0.810943901,-7.785536923,-38.19815003,-127.9131591,-378.8287935,-1067.933158,-2948.157987,-8066.183928,-21985.46579
2.550099509,-1.831149151,-34.70365608,-145.0234326,-465.8667148,-1358.972217,-3807.647712,-10484.80085,-28656.14794,-78071.95357
4.823624859,-17.19952136,-149.5761327,-581.924563,-1829.680938,-5293.945911,-14783.30593,-40650.57232,-111037.604,-302441.9047
9.965280016,-63.34324262,-478.9481498,-1825.011099,-5700.321236,-16450.83804,-45890.10421,-126130.6581,-344463.4295,-938169.7661
12.65673064,-198.2469233,-1328.093978,-4955.888179,-15373.80672,-44249.19685,-123297.1966,-338728.4895,-924888.0097,-2518791.334
15.78009294,-445.8242162,-2869.713778,-10627.64768,-32885.0174,-94555.94001,-263364.0072,-723401.0278,-1975080.42,-5378666.887
11.26979389,-620.4161734,-3894.967309,-14353.57081,-44340.45329,-127410.7017,-354776.4991,-974378.2651,-2660187.937,-7244251.186
7.792318634,-675.6953118,-4200.684348,-15449.67502,-47694.67898,-137012.7643,-381471.5697,-1047646.575,-2860165.065,-7788768.215
6.488871789,-683.4763105,-4236.211021,-15570.76012,-48058.47385,-138046.4506,-384336.3476,-1055498.914,-2881585.137,-7847079.349
6.488871789,-683.4763105,-4236.211021,-15570.76012,-48058.47385,-138046.4506,-384336.3476,-1055498.914,-2881585.137,-7847079.349
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.228171817,0.26109439,-0.508553692,-3.459815003,-12.34131591,-37.34287935,-106.1633158,-294.0957987,-805.8083928,-2197.646579
0.456343634,0.52218878,-1.017107385,-6.919630007,-24.68263182,-74.6857587,-212.3266317,-588.1915974,-1611.616786,-4395.293159
0.569030903,-0.033433659,-5.451322154,-23.95889002,-78.04789546,-228.8572761,-642.5798951,-1770.974792,-4842.050357,-13193.87948
1.722577257,0.516415852,-12.72830538,-58.69722505,-193.6197387,-570.3431902,-1604.349738,-4425.036981,-12102.42589,-32981.69869
3.562137212,-4.395430984,-59.70466785,-243.7290852,-777.6376387,-2262.629882,-6332.935635,-17430.85212,-47631.79517,-129760.1482
6.127920288,-19.47216161,-175.489975,-686.019938,-2160.213835,-6253.917894,-17468.18882,-48038.16729,-131222.4138,-357427.0692
9.036458634,-68.8129964,-503.8063931,-1909.617676,-5954.38558,-17172.58131,-47890.17555,-131612.6304,-359417.2348,-978877.7279
10.97006748,-198.5938864,-1314.661395,-4894.861046,-15173.26632,-43659.28223,-121638.7152,-334155.2046,-912381.3296,-2484709.312
12.88334077,-432.5809192,-2762.079793,-10212.91572,-31584.9891,-90798.90927,-252877.6339,-694571.8875,-1896339.952,-5164202.845
4.205959509,-602.9134646,-3722.881611,-13673.48078,-42191.66012,-121181.7552,-337368.7419,-926495.5457,-2529377.878,-6887933.44
0.451061512,-661.6761872,-4047.326955,-14836.28221,-45749.50554,-131366.1611,-365682.1623,-1004204.893,-2741475.431,-7465452.167
-1.247440339,-671.3211667,-4090.600673,-14982.99629,-46189.42765,-132615.1332,-369142.3884,-1013687.958,-2767342.299,-7535866.858
-1.247440339,-671.3211667,-4090.600673,-14982.99629,-46189.42765,-132615.1332,-369142.3884,-1013687.958,-2767342.299,-7535866.858
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.035914091,-0.169452805,-0.704276846,-2.329907502,-6.920657955,-19.57143967,-54.13165792,-148.2478994,-404.2541964,-1100.32329
0.056343634,-0.27781122,-2.217107385,-8.519630007,-26.68263182,-77.0857587,-215.1266317,-591.3915974,-1615.216786,-4399.293159
0.420429543,0.352735975,-1.721384231,-9.249537508,-31.60328978,-94.25719837,-266.4582896,-736.4394968,-2015.870982,-5495.616449
0.933116812,0.597113536,-4.955599,-24.68879752,-82.96855342,-246.0287158,-693.911553,-1916.022692,-5242.704553,-14290.20277
1.655694069,-0.886470613,-20.68390438,-87.38602257,-281.5882921,-822.371906,-2305.261291,-6349.059672,-17354.13044,-47281.90146
2.979769475,-7.415034278,-72.78592792,-287.5973277,-908.6301399,-2633.887235,-7360.737135,-20246.76221,-55311.7249,-150665.2907
4.493504345,-29.08659393,-219.16797,-834.6639256,-2606.556603,-7521.861473,-20981.84659,-57668.68075,-157492.6366,-428941.083
9.062032189,-84.18653958,-597.9821348,-2254.943062,-7019.349537,-20230.66878,-56403.0775,-154990.1985,-423238.0978,-1152671.808
6.953681832,-242.5525186,-1546.235275,-5715.467007,-17674.06845,-50806.37203,-141494.7654,-388636.8316,-1061064.074,-2889536.282
6.134089844,-449.203409,-2801.416652,-10309.87276,-31834.45015,-91458.79534,-254649.047,-699360.6202,-1909326.486,-5199469.191
-0.853579441,-586.283396,-3574.609755,-13094.68612,-40369.89984,-115908.5808,-322640.9676,-885994.8213,-2418746.328,-6586593.859
-6.323961986,-649.0628354,-3907.78076,-14277.467,-43976.76921,-126219.4152,-351289.678,-964605.6559,-2633282.906,-7170729.526
-8.282254317,-664.0110024,-3981.064044,-14532.34655,-44748.30356,-128418.3879,-357391.8553,-981340.8685,-2678944.73,-7295045.058
-8.282254317,-664.0110024,-3981.064044,-14532.34655,-44748.30356,-128418.3879,-357391.8553,-981340.8685,-2678944.73,-7295045.058
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.043656366,-0.47781122,-2.517107385,-8.919630007,-27.18263182,-77.6857587,-215.8266317,-592.1915974,-1616.116786,-4400.293159
-0.05139864,-0.786169635,-4.329937923,-15.50935251,-47.44460569,-135.8000777,-377.5216054,-1036.135295,-2827.979375,-7700.263028
0.276773177,-0.325075245,-4.538491615,-18.56916751,-59.2859216,-172.5429571,-482.9849213,-1329.431094,-3632.887767,-9896.909608
0.089460446,-1.480697684,-9.872706385,-36.80842753,-114.1511852,-328.5144745,-915.3381847,-2514.614289,-6866.021338,-18698.49593
0.727522252,-2.547565003,-22.27535069,-86.72620757,-272.7469762,-789.2290267,-2203.997975,-6060.563873,-16554.62205,-45091.25488
1.500848583,-7.053638909,-56.94051515,-219.1804727,-686.8277694,-1984.658286,-5539.160766,-15227.93363,-41591.38223,-113281.2988
2.728569853,-22.46350221,-162.423178,-614.3535455,-1914.308175,-5519.431747,-15390.65417,-42294.89921,-115499.7002,-314562.4609
5.660984587,-67.07060237,-462.0343075,-1732.915724,-5384.788338,-15508.86606,-43226.22131,-118767.0632,-324305.6197,-883214.6017
4.693744846,-192.5978534,-1220.148795,-4504.578621,-13923.84131,-40019.30869,-111445.4002,-306092.9038,-835690.9323,-2275778.886
2.16835928,-391.5311241,-2412.442611,-8856.574919,-27324.26801,-78475.38788,-218469.2729,-599962.8319,-1637920.566,-4460332.94
-5.25762334,-558.6774998,-3365.314491,-12296.83062,-37877.49442,-108715.2338,-302574.4592,-830840.7549,-2268119.713,-6176351.272
-11.36092368,-635.316351,-3777.33721,-13764.16957,-42357.12867,-121526.784,-338178.1535,-928543.5684,-2534769.082,-6902388.643
-13.75298239,-653.6702909,-3867.431691,-14077.62672,-43306.10012,-124231.6141,-345684.2539,-949129.2264,-2590937.016,-7055307.58
-13.82481057,-654.0091965,-3868.840245,-14082.28653,-43319.94144,-124270.757,-345792.5172,-949425.7222,-2591745.524,-7057508.227
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.128171817,0.06109439,-0.808553692,-3.859815003,-12.84131591,-37.94287935,-106.8633158,-294.8957987,-806.7083928,-2198.646579
0.192257726,0.091641585,-1.212830538,-5.789722505,-19.26197387,-56.91431902,-160.2949738,-442.3436981,-1210.062589,-3297.969869
0.09720272,-1.172339269,-8.059875846,-30.21870502,-93.88921137,-270.4001554,-753.6432109,-2070.670591,-5654.158749,-15398.52606
0.158491349,-2.514131343,-16.82402854,-62.76731755,-194.6990807,-560.3717506,-1561.41808,-4289.589081,-11712.57169,-31897.3754
0.593106309,-9.161997324,-61.45334569,-229.3701952,-711.5897432,-2048.172606,-5707.15574,-15679.07733,-42811.34482,-116590.2687
1.228569853,-25.46350221,-166.923178,-620.3535455,-1921.808175,-5528.431747,-15401.15417,-42306.89921,-115513.2002,-314577.4609
1.355390028,-78.41528091,-491.6540592,-1811.353134,-5595.066761,-16076.66637,-44765.00773,-122944.4044,-335654.4372,-914056.6538
-0.451860216,-214.7016428,-1307.766293,-4789.697429,-14765.24092,-42392.25289,-118000.9308,-324037.2996,-884612.8901,-2408926.005
-5.343280387,-429.6914388,-2576.356224,-9404.762997,-28959.46394,-83107.81908,-231291.4758,-635089.584,-1733719.811,-4721099.56
-11.48644472,-574.7472536,-3406.072734,-12402.6372,-38158.05876,-109468.777,-304611.6306,-836365.1271,-2283121.218,-6217112.234
-18.47231182,-641.1434098,-3747.369401,-13604.59753,-41812.95208,-119904.8401,-333594.2309,-915875.8491,-2500095.021,-6807862.84
-19.30887547,-646.721522,-3773.740475,-13695.39383,-42086.7784,-120684.0977,-335755.2972,-921800.9651,-2516259.789,-6851869.772
-19.34478956,-646.8909748,-3774.444752,-13697.72374,-42093.69906,-120703.6692,-335809.4289,-921949.213,-2516664.043,-6852970.095
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.179570457,-0.847264025,-3.521384231,-11.64953751,-34.60328978,-97.85719837,-270.6582896,-741.2394968,-2021.270982,-5501.616449
-0.015484549,-0.61671683,-3.625661077,-13.17944501,-40.52394773,-116.228638,-323.3899475,-887.8873961,-2423.725178,-6599.939738
0.133116812,-1.002886464,-7.355599,-27.88879752,-86.96855342,-250.8287158,-699.511553,-1922.422692,-5249.904553,-14298.20277
0.466233623,-1.605772929,-14.111198,-54.97759504,-172.9371068,-500.4574315,-1397.623106,-3843.245383,-10498.00911,-28594.40553
0.606443143,-6.108960371,-42.92076346,-161.5430626,-502.5493466,-1448.057976,-4036.774344,-11092.19245,-30289.36473,-82491.24673
1.548150812,-15.25712733,-107.5040471,-404.8226103,-1259.583696,-3629.630659,-10118.65169,-27804.20508,-75925.08892,-206777.7785
2.365531546,-47.00998662,-309.0667285,-1149.250976,-3560.948716,-10244.46303,-28539.9787,-78400.18666,-214062.1241,-582957.3436
0.012330716,-123.079987,-752.193103,-2756.81336,-8500.449681,-24407.78543,-67942.92064,-186578.2011,-509356.8416,-1387054.668
-3.629335471,-269.3807813,-1612.583332,-5884.601642,-18117.96661,-51992.51553,-144693.9015,-397303.2098,-1084587.317,-2953440.033
-6.988885449,-444.7952282,-2653.473722,-9675.881805,-29783.36356,-85459.76328,-237822.5064,-653005.9798,-1782610.269,-4854211.678
-15.41201828,-567.1737104,-3323.596993,-12072.91181,-37112.59481,-106434.0896,-296126.0286,-813018.759,-2219335.455,-6043357.154
-20.54303989,-624.0026983,-3623.537048,-13136.27769,-40353.74865,-115697.6663,-321862.8294,-883637.007,-2412056.707,-6568091.363
-21.9851981,-633.5254891,-3668.427874,-13290.7114,-40819.35339,-117022.5242,-325536.7822,-893709.8642,-2439536.992,-6642903.347
-21.8851981,-633.3254891,-3668.127874,-13290.3114,-40818.85339,-117021.9242,-325536.0822,-893709.0642,-2439536.092,-6642902.347
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.064085909,0.030547195,-0.404276846,-1.929907502,-6.420657955,-18.97143967,-53.43165792,-147.4478994,-403.3541964,-1099.32329
0.128171817,0.06109439,-0.808553692,-3.859815003,-12.84131591,-37.94287935,-106.8633158,-294.8957987,-806.7083928,-2198.646579
0.192257726,0.091641585,-1.212830538,-5.789722505,-19.26197387,-56.91431902,-160.2949738,-442.3436981,-1210.062589,-3297.969869
0.34860136,0.013830365,-3.129937923,-13.90935251,-45.44460569,-133.4000777,-374.7216054,-1032.935295,-2824.379375,-7696.263028
-0.123876388,-4.933734637,-29.00528862,-105.4355601,-324.1915818,-929.8291044,-2587.11958,-7103.099169,-19389.80143,-52799.51791
-0.005395542,-16.60697684,-101.4270638,-371.6842753,-1146.011852,-3290.544745,-9159.681847,-25153.34289,-68668.31338,-186993.9593
-0.08651666,-56.40481565,-343.8634634,-1259.626721,-3883.298982,-11149.54925,-31035.63496,-85225.99003,-232665.0171,-633580.2149
-0.000807101,-139.9953223,-855.4329974,-3135.087357,-9666.723508,-27756.44449,-77264.29746,-212175.4877,-579237.0176,-1577348.597
-5.466150657,-308.4921495,-1834.635827,-6685.558065,-20574.16545,-59029.74813,-164265.2933,-451027.5972,-1231230.791,-3352745.387
-14.94762833,-489.4143529,-2852.731115,-10350.47461,-31805.03699,-91198.16655,-253719.0138,-696570.0623,-1901437.602,-5177680.725
-23.10342742,-592.3189909,-3406.324677,-12322.30256,-37825.1606,-108415.8335,-301567.8944,-827876.349,-2259797.775,-6153430.483
-25.979153,-621.1098528,-3555.734013,-12849.76073,-39430.43588,-113001.0933,-314303.7657,-862818.0532,-2355151.365,-6413050.779
-26.20237982,-622.4349281,-3561.772505,-12870.3299,-39492.2218,-113176.6363,-314790.2506,-864151.4843,-2358788.753,-6422952.689
-26.20237982,-622.4349281,-3561.772505,-12870.3299,-39492.2218,-113176.6363,-314790.2506,-864151.4843,-2358788.753,-6422952.689
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.128171817,0.06109439,-0.808553692,-3.859815003,-12.84131591,-37.94287935,-106.8633158,-294.8957987,-806.7083928,-2198.646579
0.328171817,0.46109439,-0.208553692,-3.059815003,-11.84131591,-36.74287935,-105.4633158,-293.2957987,-804.9083928,-2196.646579
0.256343634,0.12218878,-1.617107385,-7.719630007,-25.68263182,-75.8857587,-213.7266317,-589.7915974,-1613.416786,-4397.293159
0.069030903,-1.033433659,-6.951322154,-25.95889002,-80.54789546,-231.8572761,-646.0798951,-1774.974792,-4846.550357,-13198.87948
0.507092709,-2.500300978,-19.95396646,-76.67667006,-240.1436864,-693.7718283,-1936.139685,-5322.524377,-14536.95107,-39593.63843
1.305793578,-8.517619764,-64.08756046,-244.0094552,-761.9550069,-2198.744123,-6133.209003,-16857.06053,-46036.37839,-125382.855
2.348999396,-23.71076624,-166.5445622,-626.803083,-1949.911465,-5618.488945,-15662.71246,-43037.73871,-117522.7711,-320066.0773
1.606788667,-77.22911128,-486.7241212,-1795.043781,-5546.622155,-15939.66629,-44386.08613,-121906.6691,-332824.6578,-906354.3907
-2.058502377,-196.7303842,-1183.138217,-4321.707501,-13310.45815,-38201.65048,-106320.1611,-291942.7054,-796974.3295,-2170249.851
-8.713955945,-369.7551731,-2179.035138,-7925.036173,-24372.15456,-69907.92579,-194514.8534,-534059.4688,-1457865.295,-3969857.753
-19.03688976,-509.7959535,-2939.565721,-10640.11305,-32668.11924,-93642.19651,-260482.6711,-715097.8497,-1951965.777,-5315217.136
-25.96556463,-586.5235599,-3344.52001,-12075.77348,-37044.02296,-106149.0037,-295230.0588,-810439.8969,-2212159.679,-6023663.335
-28.02730381,-606.8527255,-3449.729966,-12446.93812,-38173.35218,-109374.4626,-304188.614,-835017.8481,-2279230.776,-6206278.001
-28.02730381,-606.8527255,-3449.729966,-12446.93812,-38173.35218,-109374.4626,-304188.614,-835017.8481,-2279230.776,-6206278.001
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.064085909,0.030547195,-0.404276846,-1.929907502,-6.420657955,-18.97143967,-53.43165792,-147.4478994,-403.3541964,-1099.32329
0.128171817,0.06109439,-0.808553692,-3.859815003,-12.84131591,-37.94287935,-106.8633158,-294.8957987,-806.7083928,-2198.646579
0.120429543,-0.247264025,-2.621384231,-10.44953751,-33.10328978,-96.05719837,-268.5582896,-738.8394968,-2018.570982,-5498.616449
0.181718172,-1.589056099,-11.38553692,-42.99815003,-133.9131591,-386.0287935,-1076.333158,-2957.757987,-8076.983928,-21997.46579
0.673326332,-4.706073907,-34.96516446,-132.8542651,-414.5807932,-1196.02926,-3335.862791,-9168.16976,-25037.66018,-68191.04396
2.03051855,-12.43752404,-94.722787,-361.3543678,-1129.091194,-3258.973305,-9091.550189,-24989.09499,-68246.05919,-185873.636
2.785961089,-46.65725065,-310.7881127,-1158.500513,-3592.552006,-10338.72023,-28806.43699,-79136.62615,-216077.9951,-588452.96
-3.541016621,-142.2921349,-836.8234319,-3042.12189,-9354.111268,-26829.24395,-74648.94622,-204953.7406,-559476.262,-1523485.756
-7.513002339,-286.6177034,-1682.098186,-6112.20267,-18791.27043,-53893.34517,-149947.4723,-411686.456,-1123803.574,-3060175.392
-17.94263082,-451.0827794,-2590.889427,-9369.896605,-28759.55828,-82428.53294,-229278.3411,-629419.9159,-1718079.897,-4678326.951
-25.83649172,-551.1205501,-3129.380345,-11288.20678,-34616.5861,-99180.08538,-275832.2619,-757173.0531,-2066743.369,-5627674.95
-31.32405598,-594.4094285,-3343.295981,-12033.80616,-36875.32388,-105619.8319,-293705.0407,-806191.9078,-2200493.908,-5991817.959
-31.43954053,-595.2261454,-3347.221642,-12047.38561,-36916.34783,-105736.6605,-294029.1306,-807080.5952,-2202918.533,-5998418.899
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.064085909,0.030547195,-0.404276846,-1.929907502,-6.420657955,-18.97143967,-53.43165792,-147.4478994,-403.3541964,-1099.32329
0.028171817,-0.13890561,-1.108553692,-4.259815003,-13.34131591,-38.54287935,-107.5633158,-295.6957987,-807.6083928,-2199.646579
0.228171817,0.26109439,-0.508553692,-3.459815003,-12.34131591,-37.34287935,-106.1633158,-294.0957987,-805.8083928,-2197.646579
0.225374537,-1.111244879,-8.868429539,-34.07852003,-106.7305273,-308.3430348,-860.5065267,-2365.56639,-6460.867142,-17597.17264
0.521927692,-5.692243541,-39.59510238,-148.7636176,-462.5253989,-1332.429338,-3714.084397,-10205.10506,-27866.53955,-75892.30699
0.498899887,-20.47961709,-129.7409062,-478.9796504,-1480.54475,-4255.316728,-11850.16474,-32547.33786,-88860.3232,-241987.1237
-1.568685379,-75.08671725,-444.3520356,-1617.541829,-4976.024913,-14274.75104,-39720.73189,-109059.5018,-297711.2427,-810689.2645
-6.380629087,-184.7758423,-1070.235803,-3877.697018,-11909.69932,-34143.47671,-94981.68126,-260757.5987,-711783.794,-1938200.637
-14.69002705,-331.6258841,-1890.941116,-6827.393625,-20943.85703,-60014.17723,-166916.1129,-458203.4964,-1250702.492,-3405635.905
-23.02200226,-475.5923418,-2693.818123,-9711.593007,-29775.895,-85304.33457,-237234.2949,-651210.7571,-1777503.464,-4840072.475
-31.52100717,-561.9038333,-3142.854684,-11297.82733,-34604.56215,-99098.05674,-275548.772,-756330.7657,-2064370.943,-5621132.011
-34.48769134,-582.969018,-3244.217595,-11648.563,-35664.26413,-102116.0299,-283920.979,-779288.3901,-2127006.944,-5791656.12
-34.63134771,-583.6468293,-3247.034702,-11657.88263,-35691.94677,-102194.3156,-284137.5056,-779881.3817,-2128623.961,-5796057.414
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.035914091,-0.169452805,-0.704276846,-2.329907502,-6.920657955,-19.57143967,-54.13165792,-148.2478994,-404.2541964,-1100.32329
-0.035914091,-0.169452805,-0.704276846,-2.329907502,-6.920657955,-19.57143967,-54.13165792,-148.2478994,-404.2541964,-1100.32329
0.092257726,-0.108358415,-1.512830538,-6.189722505,-19.76197387,-57.51431902,-160.9949738,-443.1436981,-1210.962589,-3298.969869
0.333116812,-0.602886464,-6.755599,-27.08879752,-85.96855342,-249.6287158,-698.111553,-1920.822692,-5248.104553,-14296.20277
0.38881088,-4.689357077,-32.23950338,-120.8748201,-375.5568455,-1081.600622,-3014.572844,-8282.682364,-22616.635,-61594.10423
0.52492399,-18.18220257,-115.9425387,-428.5917778,-1325.369617,-3809.973616,-10610.73661,-29144.03617,-79569.67669,-216687.6881
-0.465238533,-67.70571858,-409.4253628,-1497.256731,-4613.230041,-13242.26474,-36857.35402,-101208.7632,-276292.9703,-752380.1302
-8.35245727,-188.9147479,-1077.344357,-3889.956833,-11933.04063,-34194.01959,-95103.24457,-261069.2945,-712609.4024,-1940420.283
-18.24812036,-363.6363494,-2053.731711,-7399.120038,-22680.62481,-64971.29435,-180680.4857,-495961.9107,-1353736.912,-3686162.344
-31.38783785,-517.5111654,-2872.821549,-10309.10914,-31556.92475,-90348.366,-251193.9626,-689451.5152,-1881792.947,-5123946.884
-37.13863943,-571.28423,-3148.373424,-11278.75909,-34504.56965,-98763.99938,-274564.3705,-753564.4556,-2056746.814,-5600288.868
-37.10552262,-572.4871164,-3156.029023,-11307.04789,-34592.0382,-99015.4281,-275264.582,-755487.6783,-2061997.618,-5614588.071
-37.10552262,-572.4871164,-3156.029023,-11307.04789,-34592.0382,-99015.4281,-275264.582,-755487.6783,-2061997.618,-5614588.071
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.064085909,0.030547195,-0.404276846,-1.929907502,-6.420657955,-18.97143967,-53.43165792,-147.4478994,-403.3541964,-1099.32329
0.092257726,-0.108358415,-1.512830538,-6.189722505,-19.76197387,-57.51431902,-160.9949738,-443.1436981,-1210.962589,-3298.969869
0.14860136,-0.386169635,-3.729937923,-14.70935251,-46.44460569,-134.6000777,-376.1216054,-1034.535295,-2826.179375,-7698.263028
-0.021079108,-3.361395368,-20.34541277,-74.41685506,-229.3023705,-658.2289489,-1832.076369,-5030.828578,-13733.84268,-37398.99185
0.177621761,-10.57871415,-66.27900677,-244.1496402,-754.113691,-2166.801244,-6033.345687,-16570.16473,-45238.66999,-123194.2085
-1.519182924,-40.33097149,-232.4337552,-841.2246656,-2582.691339,-7403.089956,-20592.89333,-56533.09755,-154315.303,-420201.4967
-2.697108725,-108.6810676,-639.2249032,-2323.842137,-7145.556117,-20494.78318,-57024.19408,-156563.8775,-427383.2398,-1163789.041
-11.03507654,-227.6676072,-1289.407038,-4648.385198,-14251.90565,-40829.85195,-113549.0716,-311693.276,-850777.9376,-2316634.848
-21.20361541,-379.2121771,-2121.655119,-7627.380881,-23362.76995,-66905.26688,-186035.3198,-510633.6528,-1393752.678,-3795088.35
-30.37405047,-494.7871708,-2743.314858,-9841.568752,-30122.74527,-86238.82079,-239764.2511,-658075.7605,-1796150.457,-4890744.346
-36.58054612,-545.2737647,-2994.582828,-10719.03268,-32782.80187,-93824.88227,-260820.9977,-715830.0413,-1953739.394,-5319792.429
-38.24098617,-557.1856116,-3052.05919,-10918.06454,-33384.31977,-95538.16896,-265574.0836,-728863.8564,-1989300.263,-5416605.879
-38.24098617,-557.1856116,-3052.05919,-10918.06454,-33384.31977,-95538.16896,-265574.0836,-728863.8564,-1989300.263,-5416605.879
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.064085909,0.030547195,-0.404276846,-1.929907502,-6.420657955,-18.97143967,-53.43165792,-147.4478994,-403.3541964,-1099.32329
0.064085909,0.030547195,-0.404276846,-1.929907502,-6.420657955,-18.97143967,-53.43165792,-147.4478994,-403.3541964,-1099.32329
-0.079570457,-0.647264025,-3.221384231,-11.24953751,-34.10328978,-97.25719837,-269.9582896,-740.4394968,-2020.370982,-5500.616449
-0.05139864,-0.786169635,-4.329937923,-15.50935251,-47.44460569,-135.8000777,-377.5216054,-1036.135295,-2827.979375,-7700.263028
0.181718172,-1.589056099,-11.38553692,-42.99815003,-133.9131591,-386.0287935,-1076.333158,-2957.757987,-8076.983928,-21997.46579
0.63461496,-6.247865981,-44.02931715,-165.8028776,-515.8906625,-1486.600855,-4144.33766,-11387.88825,-31096.97312,-84690.89331
1.005992596,-22.97991807,-149.6948726,-555.6563204,-1720.688437,-4949.088557,-13786.30443,-37869.86223,-103397.2743,-281580.7622
-0.923530864,-79.65388554,-478.2086464,-1746.136279,-5377.26439,-15432.23742,-42949.03136,-117931.9758,-321941.2945,-876680.6619
-6.167941819,-185.1314648,-1074.370018,-3894.336278,-11962.56458,-34297.04822,-95411.23452,-261939.5819,-715013.3276,-1946998.223
-21.43842939,-358.3020128,-1991.71849,-7149.531138,-21887.64585,-62667.72159,-174237.1867,-478232.1628,-1305293.908,-3554198.549
-30.08348991,-474.3882514,-2621.346658,-9396.59753,-28752.8517,-82307.81854,-228824.5246,-628037.437,-1714149.855,-4667448.718
-36.15192376,-526.9417126,-2886.517273,-10325.97924,-31574.0041,-90357.59456,-251173.4309,-689341.6673,-1881431.893,-5122894.56
-38.14053562,-539.3146539,-2943.785081,-10521.95128,-32163.68068,-92034.13838,-255821.0535,-702082.1866,-1916187.853,-5217511.363
-38.14053562,-539.3146539,-2943.785081,-10521.95128,-32163.68068,-92034.13838,-255821.0535,-702082.1866,-1916187.853,-5217511.363
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.192257726,0.091641585,-1.212830538,-5.789722505,-19.26197387,-56.91431902,-160.2949738,-442.3436981,-1210.062589,-3297.969869
