U value 1,U value 2,U value 3,U value 4,U value 5,U value 6,U value 7,U value 8,U value 9,U value 10
0.04860136,-0.586169635,-4.029937923,-15.10935251,-46.94460569,-135.2000777,-376.8216054,-1035.335295,-2827.079375,-7699.263028
0.481718172,-0.989056099,-10.48553692,-41.79815003,-132.4131591,-384.2287935,-1074.233158,-2955.357987,-8074.283928,-21994.46579
0.501498149,-5.244979517,-36.67371815,-137.9140801,-428.9221091,-1235.772139,-3444.826107,-9465.465559,-25847.06857,-70392.69054
0.16513351,-23.68539002,-146.2521042,-537.1572454,-1657.481857,-4760.57416,-13253.38785,-36396.98324,-99365.53231,-270589.5293
-0.015987608,-63.68322883,-388.9885037,-1425.499691,-4395.268987,-12620.17867,-35130.04096,-96470.43038,-263363.136,-717176.7849
-1.873682885,-120.0182907,-716.0937238,-2611.319834,-8038.003625,-23064.18465,-64184.50458,-176236.0481,-481098.6479,-1310076.038
-14.63597763,-270.2095226,-1516.155256,-5454.211714,-16710.18383,-47858.31312,-133078.9318,-365283.8156,-997033.3567,-2714857.879
-28.94582614,-446.7305221,-2462.834678,-8823.621579,-26994.48064,-77268.44422,-214807.6935,-589558.5831,-1609117.564,-4381446.663
-33.82759682,-499.9370203,-2742.937875,-9816.030417,-30018.67343,-85911.13488,-238818.5813,-655440.0983,-1788910.782,-4870979.527
-37.52245281,-522.2632995,-2845.292232,-10165.30627,-31068.53409,-88894.76515,-247088.1249,-678107.6269,-1850745.474,-5039310.99
-37.52245281,-522.2632995,-2845.292232,-10165.30627,-31068.53409,-88894.76515,-247088.1249,-678107.6269,-1850745.474,-5039310.99
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.035914091,-0.169452805,-0.704276846,-2.329907502,-6.920657955,-19.57143967,-54.13165792,-148.2478994,-404.2541964,-1100.32329
0.092257726,-0.108358415,-1.512830538,-6.189722505,-19.76197387,-57.51431902,-160.9949738,-443.1436981,-1210.962589,-3298.969869
0.156343634,-0.07781122,-1.917107385,-8.119630007,-26.18263182,-76.4857587,-214.4266317,-590.5915974,-1614.316786,-4398.293159
0.340859086,-0.294528049,-4.942768462,-20.49907502,-65.70657955,-191.5143967,-536.4165792,-1476.878994,-4036.241964,-10996.2329
0.412037703,-3.764281832,-26.80101177,-101.1056526,-314.7709239,-907.2576647,-2529.487922,-6950.85127,-18981.04723,-51694.19462
0.100199018,-13.6622983,-84.40731215,-310.0468652,-956.7334296,-2747.944434,-7650.295425,-21009.60171,-57357.29589,-156193.9071
-0.088014809,-50.15983613,-305.6897452,-1119.712641,-3451.876873,-9910.777113,-27587.30886,-75756.52447,-206813.4485,-563182.5243
-5.211095125,-120.542764,-688.5242825,-2486.935662,-7630.002173,-21864.78395,-60813.41014,-166941.2305,-455681.0335,-1240811.671
-19.39771681,-295.9386882,-1629.465213,-5836.176359,-17853.01305,-51099.9721,-142056.387,-389883.3669,-1064128.753,-2897499.545
-34.16885394,-471.9178956,-2568.580482,-9174.637612,-28038.49999,-80222.53161,-222980.1738,-611942.4159,-1670158.148,-4547593.48
-39.40437,-510.2119451,-2754.299383,-9818.66125,-29985.8875,-85770.39192,-238372.6964,-654153.0672,-1785325.594,-4861135.617
-39.51211227,-510.7203035,-2756.412214,-9825.650972,-30006.64948,-85829.10624,-238535.0913,-654597.8109,-1786538.356,-4864436.587
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.064085909,0.030547195,-0.404276846,-1.929907502,-6.420657955,-18.97143967,-53.43165792,-147.4478994,-403.3541964,-1099.32329
0.128171817,0.06109439,-0.808553692,-3.859815003,-12.84131591,-37.94287935,-106.8633158,-294.8957987,-806.7083928,-2198.646579
0.256343634,0.12218878,-1.617107385,-7.719630007,-25.68263182,-75.8857587,-213.7266317,-589.7915974,-1613.416786,-4397.293159
0.656343634,0.92218878,-0.417107385,-6.119630007,-23.68263182,-73.4857587,-210.9266317,-586.5915974,-1609.816786,-4393.293159
1.253546354,0.749849511,-6.976983231,-34.33833503,-115.0718432,-340.8859141,-961.0698426,-2653.262188,-7259.475535,-19786.81922
1.23461496,-5.047865981,-42.22931715,-163.4028776,-512.8906625,-1483.000855,-4140.13766,-11383.08825,-31091.57312,-84684.89331
3.122975293,-24.40818075,-177.9429297,-673.9909555,-2101.086598,-6059.032058,-16896.54059,-46434.6404,-126806.2177,-345357.513
-1.152352247,-83.72363933,-500.9668897,-1827.942856,-5627.828735,-16149.78069,-44944.20271,-123408.3481,-336888.7998,-917381.6236
-16.11314884,-244.5598508,-1345.80214,-4819.548816,-14742.43105,-42195.88129,-117302.356,-321943.1811,-878694.8771,-2392583.155
-31.24127918,-424.6699064,-2306.867099,-8235.956831,-25165.64101,-71998.04119,-200114.4509,-549183.7066,-1498865.069,-4081179.405
-38.50821488,-485.8683471,-2613.811432,-9310.052617,-28424.21552,-81293.78936,-225920.0834,-619967.0025,-1692009.474,-4607034.937
-40.85102266,-500.9997972,-2684.669054,-9553.35272,-29157.22592,-83378.9334,-231701.6708,-635817.5277,-1735251.173,-4724754.529
-40.85102266,-500.9997972,-2684.669054,-9553.35272,-29157.22592,-83378.9334,-231701.6708,-635817.5277,-1735251.173,-4724754.529
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.035914091,-0.169452805,-0.704276846,-2.329907502,-6.920657955,-19.57143967,-54.13165792,-148.2478994,-404.2541964,-1100.32329
-0.043656366,-0.47781122,-2.517107385,-8.919630007,-27.18263182,-77.6857587,-215.8266317,-592.1915974,-1616.116786,-4400.293159
-0.166883188,-1.602886464,-8.255599,-29.08879752,-88.46855342,-252.6287158,-701.611553,-1924.822692,-5252.604553,-14301.20277
0.699350435,-2.408659393,-21.166797,-82.46639256,-259.4056603,-750.6861473,-2096.434659,-5764.868075,-15747.01366,-42891.6083
0.698051304,-10.02597818,-67.700391,-252.9991777,-785.2169808,-2260.458442,-6299.103977,-17305.80422,-47253.64098,-128688.8249
2.174373933,-25.62201112,-176.6129918,-662.481603,-2058.641992,-5929.23198,-16526.01898,-45406.5051,-123987.2383,-337667.25
-0.377276236,-62.94143675,-381.124351,-1394.151079,-4295.959117,-12332.00707,-34324.3661,-94253.91189,-257307.4231,-700680.9356
-10.63717174,-179.0357328,-995.9113834,-3575.530523,-10946.78326,-31343.04651,-87144.9592,-239189.4054,-652848.1813,-1777648.436
-29.56080763,-385.4807269,-2082.897497,-7426.880778,-22683.25954,-64884.32283,-180328.6324,-494868.7275,-1350607.278,-3677475.758
-37.49937249,-462.0803716,-2477.757695,-8818.483244,-26915.90879,-76971.35831,-213897.7237,-586963.7209,-1601923.789,-4361732.844
-41.34347941,-487.8291405,-2599.648912,-9238.316132,-28182.23051,-80575.27465,-223892.4804,-614367.1823,-1676685.615,-4565264.652
-41.34347941,-487.8291405,-2599.648912,-9238.316132,-28182.23051,-80575.27465,-223892.4804,-614367.1823,-1676685.615,-4565264.652
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.164085909,0.230547195,-0.104276846,-1.529907502,-5.920657955,-18.37143967,-52.73165792,-146.6478994,-402.4541964,-1098.32329
0.292257726,0.291641585,-0.912830538,-5.389722505,-18.76197387,-56.31431902,-159.5949738,-441.5436981,-1209.162589,-3296.969869
0.238061806,-1.866867319,-13.60264431,-51.51778004,-160.5957909,-463.1145522,-1291.45979,-3549.149584,-9692.200713,-26396.75895
0.244504949,-9.17582769,-58.32340777,-215.4608427,-666.1451376,-1914.772528,-5332.434134,-14646.14204,-39986.96544,-108894.0057
1.325772573,-26.63584148,-174.9830538,-650.5722505,-2015.697387,-5798.831902,-16154.79738,-44377.56981,-121167.3589,-329975.9869
-1.178774385,-58.29645723,-345.3506328,-1257.436998,-3868.537008,-11098.03493,-30881.63999,-84790.84633,-231463.0545,-630291.245
-8.437370757,-160.7734345,-904.6040712,-3256.283657,-9978.549826,-28581.30208,-79478.56378,-218161.4036,-595470.1855,-1621431.529
-30.7285394,-379.0299745,-2032.712581,-7234.789103,-22082.40033,-63149.29326,-175487.5832,-481561.6166,-1314264.001,-3578490.662
-38.87204926,-454.9656383,-2421.625734,-8603.162586,-26241.92234,-75024.6429,-208465.4262,-572030.6831,-1561139.115,-4250650.192
-42.02604616,-477.1864455,-2528.322859,-8972.137509,-27356.48959,-78198.58757,-217269.9864,-596173.4907,-1627008.249,-4429975.888
-42.02604616,-477.1864455,-2528.322859,-8972.137509,-27356.48959,-78198.58757,-217269.9864,-596173.4907,-1627008.249,-4429975.888
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.071828183,-0.33890561,-1.408553692,-4.659815003,-13.84131591,-39.14287935,-108.2633158,-296.4957987,-808.5083928,-2200.646579
0.104944994,-0.863980854,-6.247045308,-23.62898252,-73.62723751,-212.2858364,-591.9482371,-1626.726893,-4442.29616,-12098.55619
0.060639063,-5.150451467,-32.03094969,-117.8150051,-363.7155296,-1044.857742,-2909.109528,-7989.386565,-21811.7266,-59397.45765
2.163635361,-13.4404105,-102.078386,-389.2431653,-1216.059748,-3509.802021,-9791.061742,-26911.51768,-73495.96374,-200171.8387
0.225123008,-32.64450088,-201.5498508,-740.2386431,-2284.103047,-6560.31805,-18263.83204,-50156.83788,-136930.5726,-372885.5952
-2.229974007,-74.94492517,-437.3878829,-1587.393216,-4878.215044,-13988.37945,-38917.15702,-106845.3833,-291658.2298,-794196.4152
-18.85745478,-254.2463214,-1379.686045,-4924.534839,-15046.01934,-43044.6532,-119638.4173,-328327.4408,-896088.6076,-2439909.057
-37.66385644,-434.5863222,-2308.238794,-8196.059606,-24995.52127,-71455.898,-198543.0012,-544796.2696,-1486804.943,-4048244.706
-41.78258881,-462.446336,-2440.49844,-8651.971014,-26371.07352,-75371.15738,-209401.7644,-574569.2974,-1568032.136,-4269378.687
-41.89033109,-462.9546944,-2442.61127,-8658.960736,-26391.8355,-75429.8717,-209564.1594,-575014.0411,-1569244.899,-4272679.657
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.035914091,-0.169452805,-0.704276846,-2.329907502,-6.920657955,-19.57143967,-54.13165792,-148.2478994,-404.2541964,-1100.32329
-0.107742274,-0.508358415,-2.112830538,-6.989722505,-20.76197387,-58.71431902,-162.3949738,-444.7436981,-1212.762589,-3300.969869
-0.107742274,-0.508358415,-2.112830538,-6.989722505,-20.76197387,-58.71431902,-162.3949738,-444.7436981,-1212.762589,-3300.969869
-0.179570457,-0.847264025,-3.521384231,-11.64953751,-34.60328978,-97.85719837,-270.6582896,-741.2394968,-2021.270982,-5501.616449
-0.15139864,-0.986169635,-4.629937923,-15.90935251,-47.94460569,-136.4000777,-378.2216054,-1036.935295,-2828.879375,-7701.263028
-0.046453646,-1.850150489,-10.87698323,-39.53833503,-121.5718432,-348.6859141,-970.1698426,-2663.662188,-7271.175535,-19799.81922
-0.283017303,-6.228262687,-35.44805708,-127.9346351,-392.3981614,-1124.343501,-3127.036159,-8583.978162,-23430.54339,-63800.7508
1.77632263,-14.99603294,-108.0126008,-408.2824253,-1271.925011,-3666.973538,-10224.81501,-28098.30088,-76730.89731,-208975.4251
-0.026275632,-33.83067051,-206.4797888,-756.5479956,-2332.547652,-6697.318127,-18642.75364,-51194.57318,-139760.3519,-380587.8583
-4.574080921,-97.69369409,-554.7790995,-2001.226104,-6137.036765,-17583.29578,-48901.41373,-134236.8447,-366406.5561,-997713.2238
-23.05770631,-294.1795774,-1584.967466,-5647.494962,-17244.39186,-49321.82821,-137071.1428,-376152.3123,-1026596.113,-2795239.479
-36.86685273,-420.4963632,-2229.491358,-7913.031446,-24128.67706,-68973.55372,-191640.7489,-525850.9385,-1435094.606,-3907441.325
-40.68558511,-447.756377,-2360.851004,-8367.742854,-25502.72931,-72887.0131,-202497.4122,-555621.5663,-1516319.099,-4128572.306
-40.68558511,-447.756377,-2360.851004,-8367.742854,-25502.72931,-72887.0131,-202497.4122,-555621.5663,-1516319.099,-4128572.306
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.064085909,0.030547195,-0.404276846,-1.929907502,-6.420657955,-18.97143967,-53.43165792,-147.4478994,-403.3541964,-1099.32329
0.028171817,-0.13890561,-1.108553692,-4.259815003,-13.34131591,-38.54287935,-107.5633158,-295.6957987,-807.6083928,-2199.646579
-0.043656366,-0.47781122,-2.517107385,-8.919630007,-27.18263182,-77.6857587,-215.8266317,-592.1915974,-1616.116786,-4400.293159
-0.079570457,-0.647264025,-3.221384231,-11.24953751,-34.10328978,-97.25719837,-269.9582896,-740.4394968,-2020.370982,-5500.616449
-0.123226823,-1.125075245,-5.738491615,-20.16916751,-61.2859216,-174.9429571,-485.7849213,-1332.631094,-3636.487767,-9900.909608
-0.113336834,-3.253036953,-18.83258223,-68.22713255,-209.5403966,-600.7146299,-1671.081396,-4587.68488,-12522.88009,-34100.02198
-0.144955497,-8.295130006,-49.35070139,-179.8524151,-553.4939523,-1588.058053,-4419.19595,-12133.92775,-33123.6441,-90198.50976
1.760838081,-15.61274977,-111.6382618,-421.4618703,-1312.448959,-3783.202176,-10548.20495,-28986.18827,-79154.62249,-215575.3648
0.95114711,-28.94708636,-185.6514834,-687.0507705,-2125.427914,-6110.774937,-17019.5039,-46747.9362,-127633.6261,-347579.1596
-3.002451756,-80.49249017,-464.1632336,-1680.119424,-5158.46202,-14786.60847,-41131.65499,-112917.9472,-308226.3518,-839302.6701
-23.9366272,-292.618182,-1567.322053,-5576.678107,-17019.58949,-48668.99926,-135245.3664,-371128.6837,-1012870.37,-2757849.487
-36.57609316,-413.9597421,-2192.23047,-7778.507088,-23716.01692,-67791.0959,-188352.0178,-516823.0166,-1410452.2,-3840340.604
-39.33718277,-431.8802483,-2276.273629,-8067.205341,-24585.94048,-70265.86874,-195214.1384,-535636.0999,-1461776.282,-3980063.662
-39.33718277,-431.8802483,-2276.273629,-8067.205341,-24585.94048,-70265.86874,-195214.1384,-535636.0999,-1461776.282,-3980063.662
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.071828183,-0.33890561,-1.408553692,-4.659815003,-13.84131591,-39.14287935,-108.2633158,-296.4957987,-808.5083928,-2200.646579
-0.071828183,-0.33890561,-1.408553692,-4.659815003,-13.84131591,-39.14287935,-108.2633158,-296.4957987,-808.5083928,-2200.646579
-0.079570457,-0.647264025,-3.221384231,-11.24953751,-34.10328978,-97.25719837,-269.9582896,-740.4394968,-2020.370982,-5500.616449
-0.130969097,-1.433433659,-7.551322154,-26.75889002,-81.54789546,-233.0572761,-647.4798951,-1776.574792,-4848.350357,-13200.87948
0.9430068,-1.530848173,-18.04968962,-72.74676256,-231.2230284,-671.8003886,-1879.208027,-5171.076477,-14129.09687,-38489.31514
2.338910389,-7.720506228,-68.74315946,-268.2982527,-844.4235603,-2444.172839,-6826.420556,-18772.28322,-51278.18294,-139672.0578
0.639758973,-21.17414514,-135.2836746,-500.2787254,-1547.25133,-4448.031125,-12387.98132,-34025.81685,-92898.36517,-252985.3566
-0.930372043,-44.62032857,-264.0732586,-961.2994857,-2957.248184,-8483.490577,-23606.06617,-64814.17992,-176930.138,-481793.6009
-14.09546407,-196.9838998,-1073.694667,-3836.41007,-11725.8176,-33551.0192,-93257.63655,-255936.618,-698523.5055,-1901978.968
-33.96790034,-390.780426,-2074.64353,-7365.804108,-22462.61586,-64213.951,-178419.7927,-489577.4032,-1336105.427,-3637921.119
-38.0274918,-417.5459117,-2200.760408,-7799.616441,-23770.46153,-67935.29598,-188739.3394,-517870.3519,-1413292.779,-3848054.868
-38.13523407,-418.0542701,-2202.873238,-7806.606163,-23791.2235,-67994.0103,-188901.7344,-518315.0956,-1414505.542,-3851355.837
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.064085909,0.030547195,-0.404276846,-1.929907502,-6.420657955,-18.97143967,-53.43165792,-147.4478994,-403.3541964,-1099.32329
0.164085909,0.230547195,-0.104276846,-1.529907502,-5.920657955,-18.37143967,-52.73165792,-146.6478994,-402.4541964,-1098.32329
0.328171817,0.46109439,-0.208553692,-3.059815003,-11.84131591,-36.74287935,-105.4633158,-293.2957987,-804.9083928,-2196.646579
0.456343634,0.52218878,-1.017107385,-6.919630007,-24.68263182,-74.6857587,-212.3266317,-588.1915974,-1611.616786,-4395.293159
0.39440544,-1.944678539,-15.51975169,-59.63741005,-186.7784227,-539.6003109,-1505.886422,-4139.741182,-11306.5175,-30795.05211
3.049449943,-4.639808544,-56.47045308,-228.2898252,-726.2723751,-2110.858364,-5905.482371,-16251.26893,-44404.9616,-120965.5619
1.968580355,-14.90439135,-109.2254313,-414.0721478,-1291.186985,-3723.887857,-10385.10998,-28540.64457,-77940.9599,-212273.3949
-0.091011106,-37.6698771,-229.3423089,-839.8844806,-2589.032655,-7433.232835,-20690.65664,-56817.59335,-155110.3114,-422387.1433
-12.25844987,-171.7348299,-936.349484,-3345.900512,-10226.8522,-29262.33103,-81337.24015,-223222.6322,-609238.2281,-1658868.521
-32.32594114,-366.9953369,-1944.445393,-6900.123533,-21038.77769,-60139.34867,-167093.4446,-458492.5443,-1251265.146,-3406912.228
-37.7565122,-406.7533672,-2137.311339,-7568.976153,-23061.29244,-65901.29482,-183080.0153,-502332.3225,-1370877.588,-3732555.922
-37.79242629,-406.92282,-2138.015616,-7571.306061,-23068.2131,-65920.86626,-183134.147,-502480.5704,-1371281.843,-3733656.245
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
0.064085909,0.030547195,-0.404276846,-1.929907502,-6.420657955,-18.97143967,-53.43165792,-147.4478994,-403.3541964,-1099.32329
0.128171817,0.06109439,-0.808553692,-3.859815003,-12.84131591,-37.94287935,-106.8633158,-294.8957987,-806.7083928,-2198.646579
0.020429543,-0.447264025,-2.921384231,-10.84953751,-33.60328978,-96.65719837,-269.2582896,-739.6394968,-2019.470982,-5499.616449
0.104944994,-0.863980854,-6.247045308,-23.62898252,-73.62723751,-212.2858364,-591.9482371,-1626.726893,-4442.29616,-12098.55619
0.530319532,-1.575225734,-14.51547485,-56.90750254,-179.3577648,-519.4288712,-1451.054764,-3990.693283,-10901.3633,-29693.72882
0.896553155,-3.380998662,-28.92667285,-112.2850976,-352.7948716,-1020.486303,-2849.37787,-7834.738666,-21400.27241,-58289.13436
2.343855384,-8.784487083,-75.29020477,-292.3272352,-918.5507978,-2657.058675,-7419.068793,-20399.81011,-55721.3791,-151771.614
1.398250321,-22.48827648,-150.3077032,-560.6460429,-1738.95041,-5004.802876,-13945.1994,-38310.60593,-104605.5369,-284876.732
-4.183520362,-77.09477468,-432.5108997,-1555.854881,-4766.6432,-13651.69353,-37960.98718,-104197.7211,-284405.0543,-774416.596
-21.52778481,-266.0302065,-1427.068317,-5079.508734,-15504.28277,-44338.16822,-123213.2067,-338114.2021,-922772.0845,-2512533.394
-34.64207525,-376.0207131,-1978.237851,-7007.76937,-21353.7073,-61024.26346,-169534.2692,-465169.2998,-1269462.885,-3456433.776
-37.37004805,-395.1441058,-2069.936609,-7324.75642,-22311.09941,-63750.46501,-177096.6013,-485905.6057,-1326037.773,-3610456.037
-37.44187623,-395.4830114,-2071.345163,-7329.416235,-22324.94072,-63789.60789,-177204.8646,-486202.1015,-1326846.281,-3612656.684
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.035914091,-0.169452805,-0.704276846,-2.329907502,-6.920657955,-19.57143967,-54.13165792,-148.2478994,-404.2541964,-1100.32329
-0.035914091,-0.169452805,-0.704276846,-2.329907502,-6.920657955,-19.57143967,-54.13165792,-148.2478994,-404.2541964,-1100.32329
-0.071828183,-0.33890561,-1.408553692,-4.659815003,-13.84131591,-39.14287935,-108.2633158,-296.4957987,-808.5083928,-2200.646579
-0.007742274,-0.308358415,-1.812830538,-6.589722505,-20.26197387,-58.11431902,-161.6949738,-443.9436981,-1211.862589,-3299.969869
-0.115484549,-0.81671683,-3.925661077,-13.57944501,-41.02394773,-116.828638,-324.0899475,-888.6873961,-2424.625178,-6600.939738
0.076773177,-0.725075245,-5.138491615,-19.36916751,-60.2859216,-173.7429571,-484.3849213,-1331.031094,-3634.687767,-9898.909608
0.150749074,-2.822489758,-18.63685908,-69.35704005,-214.9610546,-618.4860696,-1723.113053,-4733.532779,-12924.43428,-35197.34527
0.301498149,-5.644979517,-37.27371815,-138.7140801,-429.9221091,-1236.972139,-3446.226107,-9467.065559,-25848.86857,-70394.69054
1.397401738,-12.43463757,-88.867188,-335.4655703,-1044.622641,-3011.144589,-8395.538636,-23070.6723,-63000.65464,-171580.4332
-0.177674272,-34.81684015,-211.1097267,-772.4573481,-2380.492258,-6833.718205,-19020.97525,-52231.50847,-142589.2313,-388289.1213
-12.32917794,-150.5941184,-806.5171315,-2869.580677,-8757.648762,-25043.15718,-69591.83872,-190967.7902,-521181.9133,-1419077.044
-30.944621,-338.4597964,-1782.816305,-6317.427952,-19252.22399,-55021.0886,-152859.3869,-419419.8989,-1144614.938,-3116507.88
-37.12444299,-382.8403164,-1997.019111,-7059.237613,-21494.1998,-61406.92081,-170575.3707,-468000.4099,-1277159.915,-3477357.919
-37.21175572,-383.7959389,-2002.053325,-7077.076873,-21548.56506,-61562.29233,-171007.024,-469184.793,-1280392.148,-3486158.505
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
-0.035914091,-0.169452805,-0.704276846,-2.329907502,-6.920657955,-19.57143967,-54.13165792,-148.2478994,-404.2541964,-1100.32329
0.064085909,0.030547195,-0.404276846,-1.929907502,-6.420657955,-18.97143967,-53.43165792,-147.4478994,-403.3541964,-1099.32329
0.028171817,-0.13890561,-1.108553692,-4.259815003,-13.34131591,-38.54287935,-107.5633158,-295.6957987,-807.6083928,-2199.646579
-0.007742274,-0.308358415,-1.812830538,-6.589722505,-20.26197387,-58.11431902,-161.6949738,-443.9436981,-1211.862589,-3299.969869
0.156343634,-0.07781122,-1.917107385,-8.119630007,-26.18263182,-76.4857587,-214.4266317,-590.5915974,-1614.316786,-4398.293159
-0.023226823,-0.925075245,-5.438491615,-19.76916751,-60.7859216,-174.3429571,-485.0849213,-1331.831094,-3635.587767,-9899.909608
0.317632263,-1.219603294,-10.38126008,-40.26824253,-126.4925011,-365.8573538,-1021.501501,-2808.710088,-7671.829731,-20896.14251
2.598700869,-2.417318786,-38.733594,-160.1327851,-512.8113205,-1494.172295,-4184.469318,-11520.13615,-31483.22732,-85771.2166
2.441707669,-6.148166959,-60.08328362,-237.2795477,-749.5343489,-2172.572683,-6071.377345,-16700.01263,-45622.22419,-124271.5317
1.101697167,-17.90727782,-119.5810303,-445.9609453,-1383.155539,-3980.716573,-11091.62153,-30471.06727,-83199.86445,-226581.5977
-2.647805288,-60.06302358,-342.5993107,-1237.078108,-3794.989113,-10874.57766,-30245.36009,-83027.07154,-226629.1042,-617106.3655
-19.86344737,-231.2664033,-1229.991172,-4368.878518,-13325.33091,-38095.56464,-105852.1128,-290457.5785,-792691.3333,-2158328.294
-32.72484102,-346.3157198,-1814.404486,-6420.743882,-19557.73294,-55883.43194,-155242.5798,-425944.4064,-1162403.923,-3164924.105
-36.4126043,-372.1423,-1938.21281,-6848.6964,-20850.23729,-59563.83404,-165451.7632,-453938.4594,-1238780.066,-3372854.206
-36.4126043,-372.1423,-1938.21281,-6848.6964,-20850.23729,-59563.83404,-165451.7632,-453938.4594,-1238780.066,-3372854.206
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.064085909,0.030547195,-0.404276846,-1.929907502,-6.420657955,-18.97143967,-53.43165792,-147.4478994,-403.3541964,-1099.32329
0.028171817,-0.13890561,-1.108553692,-4.259815003,-13.34131591,-38.54287935,-107.5633158,-295.6957987,-807.6083928,-2199.646579
0.028171817,-0.13890561,-1.108553692,-4.259815003,-13.34131591,-38.54287935,-107.5633158,-295.6957987,-807.6083928,-2199.646579
-0.007742274,-0.308358415,-1.812830538,-6.589722505,-20.26197387,-58.11431902,-161.6949738,-443.9436981,-1211.862589,-3299.969869
-0.079570457,-0.647264025,-3.221384231,-11.24953751,-34.10328978,-97.25719837,-269.9582896,-740.4394968,-2020.370982,-5500.616449
0.004944994,-1.063980854,-6.547045308,-24.02898252,-74.12723751,-212.8858364,-592.6482371,-1627.526893,-4443.19616,-12099.55619
-0.536563657,-4.978112198,-25.47107385,-89.59630007,-272.3263182,-777.457587,-2158.966317,-5922.715974,-16162.06786,-44003.93159
1.462137212,-8.595430984,-66.00466785,-252.1290852,-788.1376387,-2275.229882,-6347.635635,-17447.65212,-47650.69517,-129781.1482
0.321477144,-23.76320124,-148.1692115,-545.2768754,-1683.664489,-4837.059919,-13467.81448,-36987.57484,-100979.8491,-274987.8224
-6.18527004,-106.3830512,-593.0186029,-2130.100924,-6522.593611,-18676.89641,-51929.98658,-142535.5271,-389041.1911,-1059327.328
-29.66180272,-316.3692354,-1659.660936,-5875.046452,-17897.5924,-51142.20066,-142074.3553,-389817.519,-1063817.199,-2896502.222
-35.23388243,-359.241397,-1870.250911,-6607.86639,-20116.30623,-57466.31856,-159624.4441,-437949.2863,-1195144.913,-3254046.291
-35.23388243,-359.241397,-1870.250911,-6607.86639,-20116.30623,-57466.31856,-159624.4441,-437949.2863,-1195144.913,-3254046.291
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
